16,1.25
17,1.26
18,1.24
19,1.26
20,1.26
21,1.26
22,1.25
23,1.24
24,1.23
25,1.22
26,1.23
27,1.22
28,1.21
29,1.22
30,1.22
31,1.21
32,1.20
33,1.20
34,1.19
35,1.20
36,1.20
37,1.19
38,1.18
39,1.16
40,1.15
41,1.16
42,1.15
43,1.15
44,1.13
45,1.11
46,1.10
47,1.09
48,1.09
49,1.08
50,1.08
51,1.11
52,1.12
53,1.12
54,1.12
55,1.12
56,1.12
57,1.12
58,1.11
59,1.13
60,1.15
61,1.16
62,1.17
63,1.18
64,1.20
65,1.20
66,1.22
67,1.22
68,1.19
69,1.19
70,1.19
71,1.20
72,1.22
73,1.24
74,1.24
75,1.25
76,1.28
77,1.28
78,1.29
79,1.30
80,1.29
81,1.29
82,1.29
83,1.25
84,1.25
85,1.24
86,1.25
87,1.25
88,1.23
89,1.24
90,1.23
91,1.23
92,1.20
93,1.19
94,1.17
95,1.15
96,1.13
97,1.12
98,1.13
99,1.14
100,1.17
101,1.17
102,1.17
103,1.17
104,1.16
105,1.14
106,1.16
107,1.21
108,1.23
109,1.29
110,1.29
111,1.29
112,1.29
113,1.28
114,1.28
115,1.29
116,1.28
117,1.29
118,1.28
119,1.29
120,1.31
121,1.31
122,1.31
123,1.31
124,1.30
125,1.31
126,1.33
127,1.35
128,1.36
129,1.36
130,1.35
131,1.36

16,1.34
17,1.35
18,1.34
19,1.33
20,1.33
21,1.34
22,1.35
23,1.35
24,1.36
25,1.37
26,1.37
27,1.36
28,1.35
29,1.34
30,1.34
31,1.37
32,1.38
33,1.38
34,1.37
35,1.38
36,1.38
37,1.41
38,1.42
39,1.39
40,1.39
41,1.41
42,1.42
43,1.42
44,1.41
45,1.41
46,1.42
47,1.44
48,1.45
49,1.43
50,1.43
51,1.41
52,1.40
53,1.41
54,1.43
55,1.44
56,1.42
57,1.42
58,1.41
59,1.43
60,1.43
61,1.43
62,1.44
63,1.41
64,1.41
65,1.41
66,1.41
67,1.40
68,1.40
69,1.37
70,1.35
71,1.39
72,1.39
73,1.37
74,1.39
75,1.39
76,1.38
77,1.39
78,1.39
79,1.36
80,1.35
81,1.36
82,1.38
83,1.41
84,1.42
85,1.41
86,1.37
87,1.36
88,1.37
89,1.36
90,1.37
91,1.36
92,1.40
93,1.40
94,1.39
95,1.38
96,1.39
97,1.38
98,1.37
99,1.37
100,1.38
101,1.41
102,1.41
103,1.38
104,1.40
105,1.42
106,1.39
107,1.42
108,1.45
109,1.45
110,1.49
111,1.50
112,1.51
113,1.52
114,1.50
115,1.51
116,1.51
117,1.52
118,1.54
119,1.54
120,1.53
121,1.53
122,1.54
123,1.56
124,1.52
125,1.53
126,1.53
127,1.55
128,1.54
129,1.54
130,1.54
131,1.51

17,1.24
18,1.25
19,1.26
20,1.26
21,1.26
22,1.25
23,1.22
24,1.23
25,1.21
26,1.21
27,1.21
28,1.18
29,1.18
30,1.16
31,1.16
32,1.16
33,1.18
34,1.16
35,1.18
36,1.19
37,1.22
38,1.21
39,1.21
40,1.21
41,1.21
42,1.22
43,1.22
44,1.21
45,1.21
46,1.19
47,1.21
48,1.22
49,1.21
50,1.21
51,1.20
52,1.21
53,1.22
54,1.23
55,1.29
56,1.28
57,1.29
58,1.31
59,1.31
60,1.31
61,1.31
62,1.32
63,1.32
64,1.32
65,1.31
66,1.31
67,1.28
68,1.28
69,1.24
70,1.25
71,1.27
72,1.28
73,1.28
74,1.28
75,1.28
76,1.31
77,1.30
78,1.30
79,1.28
80,1.28
81,1.28
82,1.27
83,1.27
84,1.27
85,1.27
86,1.26
87,1.23
88,1.23
89,1.22
90,1.21
91,1.21
92,1.19
93,1.17
94,1.19
95,1.20
96,1.20
97,1.19
98,1.19
99,1.20
100,1.20
101,1.20
102,1.20
103,1.19
104,1.19
105,1.18
106,1.17
107,1.17
108,1.18
109,1.18
110,1.18
111,1.20
112,1.19
113,1.20
114,1.20
115,1.19
116,1.18
117,1.18
118,1.17
119,1.15
120,1.15
121,1.16
122,1.18
123,1.18
124,1.19
125,1.21
126,1.20
127,1.18
128,1.16
129,1.16
130,1.17
131,1.15
132,1.15

17,2.24
18,2.26
19,2.25
20,2.25
21,2.25
22,2.24
23,2.23
24,2.23
25,2.22
26,2.23
27,2.23
28,2.20
29,2.19
30,2.18
31,2.18
32,2.20
33,2.21
34,2.20
35,2.20
36,2.22
37,2.24
38,2.24
39,2.23
40,2.21
41,2.20
42,2.23
43,2.22
44,2.22
45,2.21
46,2.19
47,2.20
48,2.22
49,2.22
50,2.20
51,2.19
52,2.21
53,2.21
54,2.23
55,2.27
56,2.28
57,2.27
58,2.28
59,2.26
60,2.29
61,2.30
62,2.31
63,2.33
64,2.31
65,2.32
66,2.32
67,2.31
68,2.30
69,2.26
70,2.25
71,2.25
72,2.28
73,2.30
74,2.30
75,2.32
76,2.33
77,2.34
78,2.35
79,2.34
80,2.32
81,2.31
82,2.31
83,2.32
84,2.31
85,2.32
86,2.31
87,2.27
88,2.26
89,2.26
90,2.25
91,2.25
92,2.23
93,2.23
94,2.23
95,2.22
96,2.21
97,2.19
98,2.18
99,2.19
100,2.19
101,2.22
102,2.23
103,2.23
104,2.21
105,2.21
106,2.20
107,2.20
108,2.25
109,2.28
110,2.32
111,2.36
112,2.37
113,2.37
114,2.37
115,2.36
116,2.37
117,2.36
118,2.36
119,2.36
120,2.36
121,2.37
122,2.38
123,2.39
124,2.41
125,2.39
126,2.39
127,2.39
128,2.40
129,2.40
130,2.41
131,2.39
132,2.37

