0.45,1.32
0.45,1.31
0.45,1.27
0.45,1.29
0.45,1.28
0.45,1.29
0.45,1.31
0.45,1.33
0.45,1.34
0.45,1.37
0.45,1.39
0.45,1.39
0.45,1.38
0.45,1.37
0.45,1.37
0.45,1.35
0.45,1.34
0.45,1.39
0.45,1.40
0.45,1.38
0.45,1.39
0.45,1.37
0.45,1.36
0.45,1.37
0.45,1.36
0.45,1.38
0.45,1.36
0.46,1.38
0.45,1.38
0.45,1.38
0.45,1.41
0.46,1.45
0.46,1.51
0.45,1.53
0.45,1.52
0.45,1.53
0.45,1.50
0.45,1.50
0.45,1.52
0.45,1.48
0.45,1.47
0.45,1.46
0.45,1.47
0.45,1.46
0.45,1.46
0.45,1.46
0.45,1.48
0.45,1.49
0.45,1.50
0.44,1.44
0.44,1.41
0.44,1.41
0.44,1.41
0.44,1.42
